Sites	Ll_YN98.omega=0.00197485	Ll_YN98.omega=0.0068784	Ll_YN98.omega=0.0253055	Ll_YN98.omega=0.140586	Ll_YN98.omega=1	Pr_YN98.omega=0.00197485	Pr_YN98.omega=0.0068784	Pr_YN98.omega=0.0253055	Pr_YN98.omega=0.140586	Pr_YN98.omega=1	mean
215	-4.46349	-4.47532	-4.51977	-4.7972	-6.83016	0.273597	0.270379	0.258625	0.195968	0.00143117	0.0379263
216	-3.99035	-4.00027	-4.03754	-4.27034	-5.98524	0.26973	0.267067	0.257297	0.20386	0.00204631	0.0395869
217	-3.99035	-4.00027	-4.03754	-4.27034	-5.98524	0.26973	0.267067	0.257297	0.20386	0.00204631	0.0395869
218	-6.22633	-6.23363	-6.26106	-6.43228	-7.69032	0.264174	0.262253	0.255159	0.215005	0.00340801	0.0424173
219	-4.5078	-4.51581	-4.54593	-4.7341	-6.12311	0.265734	0.263612	0.255791	0.211916	0.00294671	0.0415501
220	-4.84862	-4.8545	-4.87659	-5.01464	-6.03463	0.261055	0.259524	0.253853	0.22112	0.00444697	0.044258
221	-4.26457	-4.27316	-4.30544	-4.50706	-5.99311	0.266954	0.26467	0.256263	0.20947	0.00264334	0.0409245
222	-14.5984	-14.6078	-14.6428	-14.8613	-16.4689	0.268471	0.265981	0.256833	0.206409	0.00230655	0.0401838
223	-18.8842	-18.893	-18.9262	-19.1334	-20.6497	0.267449	0.265096	0.256442	0.20846	0.00255208	0.0406997
224	-5.52761	-5.53427	-5.55931	-5.71582	-6.87374	0.262805	0.26106	0.254603	0.217718	0.00381442	0.04318
225	-9.73854	-9.74667	-9.77724	-9.96801	-11.3656	0.265968	0.263813	0.255872	0.211433	0.00291488	0.0414542
226	-8.54053	-8.54736	-8.57302	-8.73336	-9.91844	0.263164	0.261373	0.254752	0.217011	0.00370012	0.042973
227	-8.55914	-8.56719	-8.59747	-8.7866	-10.1815	0.265821	0.263687	0.255824	0.211741	0.00292693	0.0415072
228	-3.83031	-3.83949	-3.87397	-4.08935	-5.67625	0.268187	0.265737	0.25673	0.206985	0.00236138	0.0403148
229	-4.57948	-4.59005	-4.62974	-4.87729	-6.67981	0.271021	0.268172	0.257737	0.201219	0.00185036	0.039041
230	-4.72595	-4.73383	-4.76346	-4.94847	-6.31047	0.265445	0.26336	0.255673	0.212487	0.00303555	0.0417139
231	-9.64326	-9.65348	-9.69184	-9.93111	-11.6724	0.270297	0.267551	0.257481	0.20269	0.00198154	0.0393667
232	-5.10913	-5.11635	-5.14346	-5.31294	-6.56792	0.264016	0.262117	0.255106	0.215337	0.00342371	0.0424771
316	-4.84862	-4.8545	-4.8766	-5.01465	-6.03464	0.261055	0.259524	0.253853	0.22112	0.00444696	0.044258
317	-5.38757	-5.39477	-5.4218	-5.59058	-6.82931	0.263947	0.262055	0.255065	0.215452	0.00348169	0.0425495
318	-9.22594	-9.23185	-9.25406	-9.39283	-10.4182	0.261125	0.259585	0.253884	0.220986	0.00442047	0.0442139
319	-19.743	-19.7513	-19.7825	-19.9776	-21.4073	0.26636	0.264153	0.256025	0.210649	0.00281237	0.0412485
320	-6.9282	-6.93644	-6.96738	-7.16056	-8.57896	0.266188	0.264005	0.255961	0.210998	0.00284895	0.0413311
321	-7.82146	-7.8289	-7.85683	-8.03133	-9.31783	0.264479	0.26252	0.255288	0.21441	0.00330324	0.0422346
322	-9.38892	-9.39808	-9.43248	-9.64735	-11.2304	0.268142	0.265698	0.256713	0.207076	0.00237145	0.0403369
323	-3.70025	-3.71098	-3.75127	-4.00303	-5.86085	0.271387	0.268492	0.257887	0.20049	0.00174446	0.0388393
324	-5.006	-5.01248	-5.0368	-5.18879	-6.31092	0.262379	0.260685	0.25442	0.218547	0.00396843	0.0434426
325	-4.84862	-4.8545	-4.87659	-5.01465	-6.03464	0.261055	0.259524	0.253853	0.22112	0.00444696	0.044258
326	-9.48749	-9.4947	-9.52179	-9.69104	-10.9398	0.263993	0.262096	0.255091	0.215374	0.00344575	0.0425037
327	-3.70025	-3.71098	-3.75127	-4.00303	-5.86085	0.271387	0.268492	0.257887	0.20049	0.00174446	0.0388393
328	-5.10913	-5.11635	-5.14346	-5.31294	-6.56792	0.264016	0.262117	0.255106	0.215337	0.00342371	0.0424771
329	-18.9503	-18.9582	-18.988	-19.1737	-20.5265	0.265505	0.263409	0.255681	0.212344	0.00306146	0.0417204
330	-8.25591	-8.26306	-8.2899	-8.45757	-9.69218	0.263846	0.261967	0.255028	0.215659	0.00349944	0.0425948
331	-8.55303	-8.56154	-8.59353	-8.79328	-10.2637	0.266784	0.264522	0.256196	0.209808	0.00268924	0.0410149
332	-20.1934	-20.2029	-20.2387	-20.462	-22.0856	0.268886	0.266335	0.256969	0.20555	0.00226043	0.0400237
333	-6.80519	-6.81398	-6.84701	-7.05318	-8.56473	0.267361	0.265021	0.256411	0.208641	0.00256656	0.0407381
334	-8.63604	-8.64287	-8.66854	-8.82892	-10.0128	0.263167	0.261375	0.254751	0.217002	0.00370456	0.0429762
335	-11.0109	-11.0184	-11.0467	-11.2231	-12.5164	0.264656	0.262672	0.255351	0.214047	0.00327522	0.0421584
336	-4.84862	-4.8545	-4.87659	-5.01465	-6.03464	0.261055	0.259524	0.253853	0.22112	0.00444696	0.044258
337	-7.16502	-7.17317	-7.20381	-7.39503	-8.79627	0.266009	0.263849	0.255888	0.211351	0.00290311	0.0414317
338	-14.842	-13.6015	-12.3264	-10.7839	-10.0925	0.0123243	0.0426117	0.152503	0.713157	0.0794044	0.183841
339	-21.9282	-20.6874	-19.4116	-17.8645	-17.1384	0.012234	0.0423075	0.151526	0.711869	0.0820631	0.186292
340	-3.76283	-3.77199	-3.80641	-4.02131	-5.59883	0.268143	0.265697	0.256708	0.207067	0.00238459	0.0403486
341	-4.56609	-4.57449	-4.60607	-4.80334	-6.25936	0.266561	0.26433	0.256114	0.210262	0.00273419	0.0411197
342	-11.9579	-11.969	-12.0106	-12.2708	-14.176	0.272116	0.269113	0.258126	0.198994	0.00165135	0.0385476
343	-7.51587	-7.52188	-7.54447	-7.68562	-8.72765	0.26135	0.259784	0.25398	0.220547	0.00433875	0.0440747
344	-26.7191	-24.2304	-21.6517	-18.388	-15.6849	0.000128569	0.00154872	0.0204119	0.533662	0.444249	0.519802
345	-4.07062	-4.07986	-4.11459	-4.33137	-5.92166	0.268312	0.265843	0.25677	0.206725	0.00235046	0.0402693
346	-9.06088	-9.06997	-9.10415	-9.31761	-10.8888	0.268015	0.265588	0.256664	0.207331	0.00240271	0.0404017
347	-20.2751	-19.0356	-17.7645	-16.2462	-15.7247	0.0127801	0.0441415	0.157362	0.718234	0.0674824	0.172767
348	-20.6549	-20.6639	-20.6978	-20.9092	-22.4659	0.267838	0.265435	0.256598	0.207687	0.00244215	0.0404881
349	-9.14334	-9.15353	-9.19181	-9.43094	-11.1947	0.270286	0.267546	0.257499	0.202731	0.00193789	0.0393292
350	-9.61618	-9.62475	-9.65696	-9.85799	-11.3292	0.266898	0.264619	0.25623	0.209569	0.00268415	0.0409779
351	-11.5132	-11.5208	-11.5495	-11.7285	-13.0482	0.264891	0.262879	0.255455	0.213591	0.00318287	0.0420066
352	-3.70025	-3.71098	-3.75127	-4.00303	-5.86085	0.271387	0.268492	0.257887	0.20049	0.00174446	0.0388393
353	-4.32157	-4.33137	-4.36823	-4.59844	-6.29545	0.269502	0.266871	0.257215	0.204324	0.00208797	0.0396899
354	-16.3811	-16.3885	-16.4161	-16.5885	-17.8498	0.264281	0.262344	0.255196	0.214785	0.00339354	0.0423736
355	-25.1812	-22.6954	-20.1274	-16.9306	-14.7203	0.000168143	0.00201965	0.0263354	0.643985	0.327492	0.418708
356	-18.5701	-18.5795	-18.6148	-18.8353	-20.4462	0.268643	0.266128	0.256886	0.206048	0.00229496	0.0401241
357	-4.57949	-4.59005	-4.62974	-4.87729	-6.67981	0.271021	0.268172	0.257737	0.201219	0.00185035	0.039041
358	-3.70025	-3.71098	-3.75127	-4.00303	-5.86085	0.271387	0.268492	0.257887	0.20049	0.00174446	0.0388393
359	-16.2028	-14.9637	-13.6942	-12.1864	-11.7427	0.0129769	0.0448012	0.159447	0.72018	0.0625953	0.168211
360	-4.07062	-4.07986	-4.11459	-4.33137	-5.92166	0.268312	0.265843	0.25677	0.206725	0.00235046	0.0402693
361	-20.8147	-20.8264	-20.8704	-21.1446	-23.1518	0.273328	0.270149	0.258534	0.196517	0.00147265	0.0380406
362	-26.0862	-26.0946	-26.1259	-26.3216	-27.7526	0.266412	0.264198	0.256042	0.21054	0.00280732	0.041229
363	-4.84862	-4.8545	-4.87659	-5.01465	-6.03464	0.261055	0.259524	0.253853	0.22112	0.00444696	0.044258
364	-8.15955	-8.16553	-8.18799	-8.32834	-9.36485	0.261274	0.259717	0.253948	0.220696	0.0043657	0.0441211
365	-19.2528	-19.2603	-19.2885	-19.4644	-20.7578	0.264608	0.262631	0.255336	0.214148	0.00327646	0.0421731
366	-17.6388	-17.6461	-17.6737	-17.8457	-19.1083	0.264248	0.262317	0.255188	0.214857	0.00339018	0.04238
367	-28.2757	-25.7891	-23.2183	-20.0042	-17.6621	0.000157485	0.00189302	0.0247527	0.615885	0.357312	0.444536
368	-52.1536	-47.1712	-41.9952	-35.3516	-29.0778	1.64982e-09	2.40579e-07	4.25755e-05	0.0326924	0.967265	0.971862
369	-18.3939	-18.4003	-18.4245	-18.5759	-19.6936	0.262317	0.260631	0.254395	0.218669	0.00398802	0.0434782
370	-4.54824	-4.55847	-4.59689	-4.83649	-6.58	0.270327	0.267576	0.257491	0.20263	0.0019766	0.0393538
371	-9.73547	-9.74319	-9.7722	-9.95333	-11.2831	0.265087	0.263048	0.255526	0.213193	0.00314543	0.0419165
372	-13.1939	-13.2025	-13.2345	-13.4346	-14.8934	0.266811	0.264542	0.256191	0.209736	0.00271986	0.0410355
373	-10.0587	-10.0644	-10.0858	-10.2196	-11.2086	0.260642	0.259162	0.253674	0.221919	0.00460316	0.0445186
374	-4.05393	-4.06288	-4.0965	-4.30634	-5.84494	0.267691	0.265306	0.256536	0.207977	0.00249011	0.0405741
375	-5.65518	-5.66213	-5.68823	-5.85117	-7.04559	0.263403	0.261579	0.254839	0.216522	0.00365749	0.0428657
376	-3.93152	-3.93923	-3.96822	-4.14932	-5.48581	0.265087	0.263049	0.255534	0.213205	0.00312448	0.0418975
377	-4.39579	-4.40333	-4.43166	-4.6086	-5.91137	0.264703	0.262714	0.255376	0.213963	0.00324311	0.0421156
378	-17.6983	-17.7059	-17.7345	-17.9129	-19.2283	0.264839	0.262833	0.255433	0.213696	0.00319832	0.0420358
379	-9.78723	-9.79423	-9.82054	-9.98474	-11.1877	0.26352	0.261681	0.254887	0.21629	0.00362267	0.0428004
380	-4.4543	-4.46328	-4.49702	-4.70751	-6.24355	0.267748	0.265354	0.25655	0.207852	0.00249502	0.0405623
381	-14.019	-12.7784	-11.5034	-9.96121	-9.26828	0.0123265	0.0426187	0.152519	0.713021	0.0795145	0.183932
382	-10.3946	-10.4007	-10.4236	-10.5669	-11.6226	0.261552	0.25996	0.254065	0.220152	0.00427212	0.0439563
383	-18.9868	-18.9953	-19.0272	-19.2263	-20.6759	0.266717	0.26446	0.256153	0.209922	0.00274738	0.0410875
384	-8.22306	-8.23007	-8.25638	-8.42083	-9.63667	0.263548	0.261708	0.254911	0.216257	0.00357562	0.0427496
385	-8.89739	-8.90523	-8.93471	-9.11858	-10.4603	0.265337	0.263263	0.255616	0.212683	0.00310054	0.0418042
386	-14.1887	-12.9513	-11.6879	-10.2178	-10.0435	0.0136628	0.0470932	0.166589	0.724551	0.048104	0.154532
387	-10.5122	-10.5204	-10.5511	-10.7425	-12.135	0.266028	0.263862	0.255884	0.211298	0.00292786	0.0414491
388	-7.55627	-7.56507	-7.59809	-7.80441	-9.3245	0.267375	0.265035	0.256424	0.208621	0.00254448	0.0407137
389	-10.8177	-10.8239	-10.8475	-10.9946	-12.0803	0.261918	0.260282	0.254224	0.219443	0.00413255	0.0437241
390	-4.48729	-4.49505	-4.5242	-4.70635	-6.0505	0.265183	0.263133	0.255572	0.213014	0.00309785	0.0418457
391	-4.64913	-4.65584	-4.68105	-4.83857	-6.00341	0.2629	0.261142	0.254642	0.21753	0.00378485	0.0431259
392	-12.8069	-12.8157	-12.8488	-13.0556	-14.5765	0.267416	0.26507	0.256437	0.208535	0.00254121	0.040699
393	-7.86967	-7.87664	-7.9028	-8.06626	-9.27308	0.263455	0.261627	0.254871	0.216437	0.00361099	0.0428085
394	-4.82979	-4.83548	-4.85687	-4.9905	-5.97758	0.260631	0.259151	0.253668	0.221937	0.00461271	0.0445305
395	-4.97711	-4.98338	-5.00693	-5.15405	-6.23995	0.261918	0.260282	0.254224	0.219444	0.00413173	0.0437234
396	-8.70361	-8.71168	-8.742	-8.93055	-10.2759	0.265756	0.263619	0.255749	0.211799	0.00307653	0.0416625
397	-8.94386	-8.95268	-8.98581	-9.19264	-10.7109	0.267421	0.265073	0.256435	0.208522	0.00254807	0.040704
398	-17.7333	-17.7428	-17.7785	-18.0009	-19.6176	0.268811	0.26627	0.25694	0.2057	0.00227793	0.040061
399	-4.79497	-4.80445	-4.84007	-5.06253	-6.70054	0.268817	0.26628	0.256963	0.20571	0.00222992	0.0400149
400	-4.84237	-4.85257	-4.89088	-5.12982	-6.8665	0.270268	0.267525	0.257468	0.202747	0.00199129	0.039384
401	-7.52406	-7.53222	-7.5629	-7.75439	-9.15705	0.266034	0.26387	0.255897	0.211302	0.00289832	0.0414204
402	-3.93152	-3.93923	-3.96822	-4.14932	-5.48581	0.265087	0.263049	0.255534	0.213205	0.00312448	0.0418975
403	-7.507	-7.51433	-7.54186	-7.71385	-8.98294	0.264247	0.262318	0.255195	0.214871	0.00336846	0.0423604
404	-8.47521	-8.48538	-8.52358	-8.76184	-10.4955	0.270209	0.267474	0.257449	0.202869	0.00199851	0.0394075
405	-4.54824	-4.55847	-4.59689	-4.83649	-6.58	0.270327	0.267576	0.257491	0.20263	0.0019766	0.0393538
406	-4.70513	-4.71276	-4.74144	-4.92053	-6.23842	0.264901	0.262887	0.255455	0.213568	0.00318855	0.0420091
407	-4.51223	-4.52132	-4.55548	-4.76881	-6.33873	0.268003	0.265578	0.256659	0.207354	0.0024061	0.0404081
408	-7.74968	-7.75799	-7.78919	-7.984	-9.41363	0.266336	0.264132	0.256018	0.210701	0.00281316	0.0412563
409	-3.74702	-3.75589	-3.78921	-3.99722	-5.52351	0.267527	0.265164	0.256475	0.208309	0.00252498	0.0406528
410	-4.51223	-4.52132	-4.55548	-4.76881	-6.33873	0.268003	0.265578	0.256659	0.207354	0.0024061	0.0404081
411	-4.31158	-4.32108	-4.35675	-4.57959	-6.22173	0.26885	0.266309	0.256976	0.205645	0.00222001	0.0399964
412	-9.08445	-9.09252	-9.12282	-9.31125	-10.6536	0.265744	0.263608	0.255741	0.21182	0.00308607	0.0416747
413	-4.55136	-4.5595	-4.59006	-4.78101	-6.19001	0.265987	0.263832	0.25589	0.211409	0.00288148	0.0414182
414	-11.9576	-11.9657	-11.9959	-12.1849	-13.5698	0.265804	0.263671	0.255808	0.211761	0.00295665	0.0415392
415	-9.80153	-9.81043	-9.84388	-10.0525	-11.5757	0.267585	0.265213	0.256489	0.208182	0.00253147	0.0406423
416	-4.43934	-4.44925	-4.4865	-4.71916	-6.43565	0.269718	0.267058	0.257295	0.203885	0.00204331	0.0395873
417	-3.97771	-3.98731	-4.02339	-4.24873	-5.90814	0.269072	0.2665	0.257057	0.205194	0.00217723	0.0398941
418	-5.19729	-5.20457	-5.23192	-5.40279	-6.66161	0.264142	0.262226	0.25515	0.215075	0.00340646	0.0424251
419	-7.97102	-7.97882	-8.00811	-8.19112	-9.54	0.265261	0.2632	0.255602	0.212857	0.00308095	0.041808
420	-4.84237	-4.85257	-4.89088	-5.12982	-6.8665	0.270268	0.267525	0.257468	0.202747	0.00199129	0.039384
421	-7.47919	-7.48593	-7.51124	-7.66928	-8.83005	0.262946	0.26118	0.254652	0.217424	0.00379842	0.0431251
422	-7.38899	-7.39591	-7.42191	-7.58422	-8.77432	0.263344	0.261527	0.254815	0.216639	0.00367529	0.0428989
423	-8.55313	-8.56453	-8.60732	-8.8744	-10.8289	0.27271	0.269621	0.258327	0.197779	0.00156233	0.0382975
424	-4.0239	-4.03477	-4.0756	-4.33052	-6.20006	0.271661	0.268724	0.257972	0.199923	0.00171926	0.0387387
425	-28.9373	-27.6989	-26.4316	-24.9375	-24.581	0.01322	0.0456136	0.161978	0.721699	0.0574886	0.163388
426	-14.3319	-13.0915	-11.8169	-10.2771	-9.60546	0.0123766	0.0427875	0.153065	0.713844	0.0779266	0.182475
427	-4.43934	-4.44925	-4.4865	-4.71916	-6.43565	0.269718	0.267058	0.257295	0.203885	0.00204331	0.0395873
428	-4.31158	-4.32108	-4.35675	-4.57959	-6.22173	0.26885	0.266309	0.256976	0.205645	0.00222001	0.0399964
